order_id,order_date,customer_id,product_id,location_id,shipping_id,quantity,sales,discount,profit
O11368,20/10/2025,C1253,P2013,L112,SH1,1,17311.38,0.1,4237.41
O6947,2024-12-15,C1005,P2093,L101,SH1,5,19592.17,0.11,7317.52
O10210,2024-05-13,C1231,P2030,L104,SH10,1,30832.28,0.1,12264.49
O9220,2024-10-06,C1325,P2090,L102,SH19,6,5603.23,0.15,2404.19
O9660,2025-08-14,C1139,P2064,L116,SH1,2,14276.73,0.23,1960.47
O11117,2025-10-06,C1448,P2005,L112,SH13,1,24565.81,0.19,
O7736,2024-08-28,C1424,P2085,L107,SH19,4,₹3723.63,0.14,1043.19
O10045,2024-11-28,C1040,P2013,L103,SH4,3,119520.65,0.0,24802.54
O11982,2024-03-08,C1134,P2028,L114,SH20,2,₹43641.15,0.03,11973.4
O7182,2024-08-05,C1054,P2066,L113,SH13,5,19173.52,0.21,2222.15
O9536,2025-10-14,C1185,P2075,L114,SH19,4,13627.11,0.15,4184.86
O7684,16/01/2025,C1449,P2014,L108,SH4,5,179572.95,0.1,37402.49
O7110,2025-07-17,C1271,P2063,L113,SH22,4,46715.92,0.16,4501.12
O6034,25/01/2024,C1224,P2024,L114,SH10,1,45116.63,0.05,11887.17
O6835,2024-08-09,C1399,P2056,L101,SH16,1,11906.16,0.18,740.24
O7372,2025-05-20,C1265,P2074,L107,SH19,5,23125.76,0.07,5958.03
O7284,2025-09-13,C1370,P2016,L102,SH1,6,312499.54,0.03,77568.41
O9154,11/01/2024,C1055,P2015,L117,SH10,2,₹26130.22,0.14,7118.45
O9466,2025-09-03,C1191,P2094,L115,SH22,3,6434.44,,2508.64
O10294,2024-05-14,C1080,P2037,L107,SH19,5,43825.87,0.13,3903.7
O11201,2024-01-16,C1471,P2021,L109,SH4,5,224436.84,0.17,63557.3
O10805,2024-08-23,C1384,P2057,L106,SH19,1,16939.94,0.29,1522.85
O8823,2025-03-10,C1371,P2019,L108,SH1,2,₹54866.05,0.1,12029.47
O6065,2024-08-19,C1042,P2074,L101,SH4,2,8916.62,0.09,2984.96
O10882,10/07/2024,C1435,P2029,L105,SH1,1,38290.55,0.15,7968.19
O11974,2025-11-20,C1284,P2035,L101,SH19,2,10812.06,0.18,674.96
O7407,2025-03-09,C1074,P2064,L108,SH16,6,₹58096.21,0.17,6818.11
O5699,2025-02-27,C1459,P2043,L115,SH25,3,59293.92,0.15,3856.6
O7850,2025-07-05,C1340,P2015,L112,SH13,5,39853.94,0.18,11441.59
O11712,2025-10-12,C1350,P2062,L108,SH25,6,15600.24,0.2,1615.26
O5829,2024-06-19,C1181,P2037,L115,SH19,3,37376.92,0.21,2783.5
O7268,2025-06-25,C1444,P2051,L109,SH25,6,20558.88,0.1,2261.92
O5706,2025-06-20,C1098,P2044,L116,SH4,5,37813.6,0.09,3382.82
O9094,2024-10-20,C1352,P2041,L109,SH4,6,111233.91,0.2,7769.0
O11669,2024-11-03,C1046,P2041,L105,SH1,3,₹2732.27,0.21,230.92
O8451,2025-06-15,C1236,P2066,L114,SH7,3,46800.77,0.21,6451.62
O10706,2024-09-01,C1211,P2006,L105,SH4,6,257526.36,0.0,102745.45
O5324,2024-06-03,C1462,P2070,L108,SH7,5,2039.36,0.05,677.08
O8809,2025-11-11,C1454,P2005,L106,SH1,6,304564.21,0.06,90383.02
O8557,2025-03-03,C1272,P2072,L114,SH25,1,3959.99,0.15,1310.12
O7121,2024-11-13,C1181,P2043,L107,SH1,2,38828.23,0.16,2909.6
O6579,2025-05-16,C1449,P2038,L116,SH10,5,74300.65,0.26,7080.77
O11436,2024-05-28,C1135,P2080,L105,SH22,4,8874.71,0.09,3553.28
O6164,2024-07-19,C1171,P2018,L116,SH1,5,43511.02,0.11,10352.37
O6967,2024-06-12,C1256,P2056,L114,SH10,1,10830.56,0.14,1298.81
O9412,2024-02-28,C1020,P2063,L107,SH4,6,109084.36,0.27,12947.65
O5477,2025-10-02,C1476,P2042,L102,SH16,5,62790.92,0.2,7507.92
O8094,2025-03-23,C1350,P2046,L103,SH22,3,₹39336.52,0.17,2779.34
O8721,2024-01-24,C1426,P2031,L105,SH10,6,₹284579.69,0.02,62130.53
O6414,2024-02-07,C1146,P2017,L113,SH1,3,₹148280.64,0.0,56881.48
O9716,2025-09-01,C1129,P2068,L113,SH7,1,1572.67,0.18,706.68
O11116,2024-08-17,C1474,P2004,L103,SH1,3,134710.4,0.08,50222.6
O6056,2024-08-14,C1099,P2012,L110,SH10,1,12068.21,0.14,3605.52
O10535,2025-06-01,C1369,P2075,L111,SH3,6,₹20787.02,0.0,6914.09
O6976,31/05/2024,C1451,P2013,L113,SH16,4,132479.3,0.05,28650.18
O9275,2024-09-26,C1324,P2076,L104,SH1,6,21492.09,0.11,7970.48
O6051,2025-11-19,C1244,P2001,L101,SH22,6,58881.61,0.09,18321.49
O7649,2024-05-30,C1352,P2073,L111,SH4,1,555.32,0.09,181.91
O6413,2024-01-19,C1296,P2003,L110,SH4,4,107808.49,0.25,40020.73
O9622,2025-12-27,C1339,P2074,L111,SH25,3,2534.11,,1044.71
O6483,2024-08-03,C1184,P2065,L117,SH10,5,37429.23,0.19,4624.76
O9860,2024-09-29,C1144,P2083,L114,SH10,4,14326.49,0.0,6440.63
O6431,2024-04-19,C1053,P2019,L115,SH10,2,81063.43,0.02,20112.85
O6111,2025-05-26,C1483,P2095,L101,SH13,2,7265.01,0.12,3028.49
O7624,2024-08-15,C1340,P2079,L113,SH16,2,6033.59,0.15,1591.32
O6890,2024-09-03,C1474,P2038,L101,SH10,2,29166.19,,4152.45
O8933,2024-02-22,C1168,P2054,L105,SH1,3,60377.82,0.15,7683.82
O11593,2024-08-24,C1222,P2087,L106,SH13,4,16697.97,0.16,6904.94
O10493,2024-09-12,C1070,P2059,L115,SH5,4,6613.37,0.22,743.88
O7512,07/10/2025,C1297,P2098,L108,SH1,1,2020.75,0.11,724.49
O10094,2025-01-21,C1401,P2045,L115,SH13,2,24199.65,0.07,2986.03
O5064,2025-11-08,C1042,P2035,L115,SH13,3,28537.79,0.14,3271.48
O9712,2024-09-08,C1122,P2057,L109,SH19,4,71444.31,0.13,6567.76
O7380,2024-09-23,C1175,P2052,L106,SH13,2,3980.67,0.27,482.65
O8213,2025-10-30,C1362,P2035,L103,SH25,3,2753.17,0.16,402.39
O9931,2024-01-03,C1301,P2006,L106,SH23,5,146601.82,0.21,55400.06
O5682,2024-08-10,C1452,P2064,L108,SH10,4,43345.35,0.28,4456.51
O8999,2025-11-24,C1416,P2006,L111,SH22,1,49300.15,0.1,18582.05
O10326,2025-06-25,C1404,P2098,L114,SH1,-3,4825.61,0.06,2000.04
O10880,2025-01-13,C1264,P2059,L115,SH19,1,7459.51,0.26,994.6
O9169,2025-10-27,C1448,P2060,L111,SH16,2,32166.17,0.14,4187.8
O6340,24/08/2025,C1414,P2020,L101,SH1,3,115074.14,0.13,33991.82
O8058,2024-10-09,C1488,P2020,L105,SH19,-4,175351.17,0.19,68611.15
O6082,2025-09-06,C1342,P2061,L115,SH22,3,45822.24,0.13,6263.02
O6843,2024-01-17,C1492,P2022,L111,SH19,6,38963.19,0.13,12326.76
O8514,2024-07-07,C1445,P2076,L105,SH10,2,₹6639.86,0.04,1722.63
O7766,2025-10-08,C1122,P2082,L107,SH19,6,18960.81,0.11,8153.56
O11512,2025-05-13,C1432,P2077,L104,SH13,1,3608.18,0.08,925.38
O5534,2025-11-27,C1290,P2047,L109,SH25,5,49487.35,0.05,3876.46
O6349,2025-02-14,C1021,P2047,L110,SH19,2,19685.43,0.08,2279.01
O6570,2024-12-28,C1143,P2094,L104,SH8,6,23597.27,0.04,9411.9
O6772,2024-07-05,C1334,P2043,L103,SH25,6,₹89968.38,0.09,8149.59
O7302,2025-01-30,C1419,P2098,L101,SH10,6,6251.16,,2132.43
O5976,2024-01-28,C1418,P2003,L107,SH19,2,₹22341.05,0.12,7366.39
O9947,2024-08-23,C1116,P2060,L107,SH16,-1,9797.18,0.22,1079.84
O11343,2024-01-23,C1460,P2085,L103,SH19,3,1594.92,0.03,581.29
O9017,2025-08-30,C1195,P2089,L105,SH22,6,23480.74,0.13,7596.3
O11455,2025-05-03,C1425,P2037,L115,SH22,5,86932.25,0.25,11139.57
O9679,2025-12-23,C1198,P2038,L112,SH19,2,16028.15,0.15,1397.99
O10925,2024-11-13,C1350,P2005,L113,SH1,3,101920.62,0.0,26657.35
O8694,2025-09-11,C1220,P2071,L116,SH4,1,4353.46,0.01,1092.11
O11367,2024-06-18,C1162,P2078,L111,SH25,6,12555.35,0.2,
O10596,2024-02-04,C1412,P2057,L109,SH4,2,14556.12,0.23,1691.16
O10571,2025-06-13,C1339,P2007,L112,SH1,1,43700.83,0.18,12487.56
O11920,2025-04-14,C1070,P2086,L105,SH22,1,4198.75,0.02,1775.67
O5113,2024-10-27,C1367,P2059,L102,SH4,3,15672.67,0.08,2056.25
O11227,2025-04-12,C1146,P2048,L112,SH13,4,41388.91,0.09,4455.63
O6167,2025-08-02,C1472,P2016,L113,SH16,6,₹52561.76,0.14,18532.76
O9555,2025-11-15,C1415,P2008,L115,SH22,2,70339.18,0.18,23144.94
O11910,2024-07-20,C1356,P2079,L107,SH4,-3,9465.4,0.06,3235.43
O11121,2024-12-25,C1375,P2069,L115,SH16,5,5623.15,0.05,1862.71
O6208,2025-05-14,C1377,P2007,L106,SH25,2,74364.81,,19321.49
O10743,2025-08-22,C1356,P2047,L103,SH16,5,22916.11,0.19,3184.76
O10319,2024-11-22,C1368,P2065,L108,SH25,5,17036.63,0.26,1802.05
O5285,2025-10-04,C1251,P2019,L109,SH19,1,19402.05,0.18,5634.32
O11156,2025-04-26,C1352,P2058,L106,SH19,6,106113.8,0.24,10856.87
O10368,2025-04-19,C1328,P2097,L103,SH4,2,3622.03,,1153.8
O7858,2024-06-16,C1033,P2006,L110,SH1,3,88307.68,0.14,27055.66
O10760,2025-04-03,C1468,P2038,L114,SH7,5,88709.97,0.15,11516.34
O10117,2025-11-11,C1245,P2002,L107,SH1,6,44680.94,0.11,9120.27
O10966,2024-12-20,C1104,P2054,L116,SH22,4,48661.17,0.25,5087.11
O9593,2024-10-27,C1456,P2069,L116,SH21,5,6336.05,0.26,2465.79
O10677,09/02/2025,C1206,P2003,L105,SH10,4,110198.79,0.19,37656.06
O8398,2025-08-03,C1352,P2057,L109,SH25,5,76268.69,0.22,7231.33
O7519,2025-02-14,C1285,P2066,L104,SH1,2,15921.55,0.1,2144.72
O7938,2025-12-22,C1175,P2021,L104,SH19,5,27814.66,0.08,8869.82
O7248,2025-02-08,C1274,P2015,L116,SH25,2,96286.68,0.04,30439.35
O7447,2025-03-17,C1151,P2074,L107,SH7,6,10832.5,0.16,3159.63
O11262,08/10/2024,C1133,P2081,L102,SH14,4,12250.09,0.19,3978.05
O5422,2024-07-11,C1176,P2063,L112,SH13,1,4215.36,0.12,596.98
O8985,2024-08-31,C1234,P2053,L114,SH16,1,14010.69,0.26,1225.77
O9894,2024-08-10,C1272,P2037,L115,SH10,5,₹98677.88,0.14,9108.21
O5339,2024-03-07,C1133,P2010,L101,SH7,1,9784.51,0.19,3221.04
O11375,2025-10-27,C1460,P2084,L102,SH19,6,20228.77,0.16,5839.16
O7669,2024-04-11,C1221,P2090,L106,SH19,2,6752.72,0.0,2509.3
O5678,09/12/2024,C1023,P2099,L106,SH1,2,4741.99,0.21,1811.0
O9172,2024-01-14,C1478,P2025,L107,SH13,2,52080.2,0.19,14295.63
O6091,2025-12-29,C1482,P2068,L114,SH7,2,1247.31,0.11,347.86
O11622,2025-11-06,C1450,P2087,L103,SH13,4,7038.88,0.11,3144.16
O9138,2024-10-30,C1086,P2050,L107,SH25,1,11368.48,0.13,956.69
O5898,2025-01-07,C1174,P2022,L110,SH25,1,43758.8,0.18,10517.5
O5903,2025-11-18,C1320,P2066,L115,SH4,6,90208.41,0.22,6878.76
O8119,2024-03-10,C1106,P2019,L116,SH10,2,92134.82,0.03,31443.9
O8752,2024-11-20,C1190,P2095,L101,SH19,3,1572.61,0.02,415.94
O7264,2024-08-21,C1409,P2035,L117,SH4,3,66890.22,0.1,6238.25
O6059,2024-03-07,C1345,P2088,L106,SH1,3,₹7732.84,0.17,3086.91
O7131,2024-04-26,C1469,P2022,L116,SH13,5,26580.5,0.08,7759.41
O8825,2025-01-19,C1125,P2032,L109,SH1,2,8016.68,0.15,2477.94
O7032,2024-11-06,C1124,P2097,L113,SH4,2,7385.08,0.12,2646.76
O9696,2024-07-22,C1399,P2085,L112,SH10,2,1262.48,0.15,330.32
O10175,2024-09-22,C1414,P2028,L112,SH3,3,115308.33,0.12,42028.6
O11475,2025-07-25,C1016,P2065,L111,SH10,2,28608.87,0.15,2453.45
O10709,2025-04-09,C1406,P2040,L105,SH10,5,₹89162.65,0.23,11309.18
O5348,2024-09-10,C1120,P2021,L104,SH19,1,32611.6,0.11,8260.69
O8495,2024-11-03,C1118,P2074,L101,SH1,1,2275.36,0.11,678.6
O9193,2024-08-21,C1358,P2046,L116,SH4,4,39072.61,0.21,2792.52
O10495,2025-09-26,C1380,P2047,L117,SH1,2,8107.59,0.3,823.64
O5770,2025-12-17,C1200,P2035,L105,SH1,5,31175.77,0.29,2968.55
O10312,2025-04-18,C1357,P2047,L111,SH10,2,28500.48,0.16,1934.56
O9066,2025-05-14,C1383,P2077,L110,SH22,4,7849.95,0.05,2749.97
O5971,2024-07-10,C1320,P2034,L111,SH22,3,14356.09,0.19,962.43
O9790,2025-04-02,C1165,P2091,L117,SH7,6,3802.43,0.17,1456.43
O11607,2024-02-08,C1098,P2098,L113,SH13,1,1493.73,0.12,453.7
O11714,2025-02-08,C1251,P2024,L103,SH4,4,138334.39,0.0,45102.5
O10048,2024-01-04,C1146,P2054,L106,SH1,3,55576.99,0.19,8144.04
O6415,2025-04-26,C1331,P2003,L103,SH23,3,18778.39,0.05,6769.66
O11472,2025-11-24,C1281,P2068,L101,SH22,5,21800.53,0.1,7841.34
O8254,2024-11-02,C1334,P2099,L110,SH7,6,23855.94,0.07,7520.58
O5923,2025-10-08,C1108,P2021,L115,SH25,4,69444.81,0.06,25170.24
O8170,2025-11-06,C1293,P2076,L106,SH10,3,9378.51,0.18,3344.46
O7910,2024-01-31,C1338,P2038,L115,SH13,3,18634.7,0.12,1633.47
O11997,2025-07-01,C1178,P2063,L117,SH10,4,62587.68,0.23,5746.75
O10716,2025-05-01,C1394,P2082,L104,SH4,3,₹4883.08,0.06,1439.92
O10591,2025-04-28,C1262,P2022,L101,SH24,1,8048.85,0.0,3112.34
O10421,2025-10-30,C1187,P2047,L104,SH10,2,34023.96,0.28,2664.24
O6938,2024-02-23,C1251,P2041,L106,SH16,4,54171.18,0.18,6665.57
O10610,2024-11-03,C1296,P2020,L108,SH1,3,94138.84,0.1,35504.22
O6279,2024-08-31,C1271,P2078,L112,SH16,1,2746.83,0.19,802.09
O5214,2025-04-22,C1185,P2066,L116,SH10,3,7551.58,0.21,1120.04
O9357,2024-08-23,C1088,P2082,L115,SH16,5,16996.25,0.08,7585.73
O10462,2024-06-07,C1416,P2096,L112,SH12,6,10478.76,0.09,2976.94
O11510,2024-05-23,C1469,P2077,L101,SH16,3,3193.81,0.23,799.85
O9814,2025-08-06,C1399,P2047,L114,SH11,4,14458.84,0.25,1857.15
O11645,2024-10-03,C1199,P2050,L116,SH19,5,73530.32,0.24,7859.04
O6087,2024-02-14,C1324,P2075,L112,SH16,2,8209.19,0.16,2379.23
O5247,03/12/2024,C1431,P2080,L113,SH22,5,10306.36,0.15,3464.21
O7327,2025-08-08,C1414,P2068,L111,SH1,3,5848.56,0.0,2542.75
O6356,2024-04-27,C1360,P2095,L116,SH7,4,6722.1,0.0,1731.99
O7393,2024-02-06,C1487,P2099,L103,SH10,5,16281.65,0.18,4647.84
O6526,2024-04-21,C1401,P2094,L102,SH19,3,7510.14,0.15,3308.18
O6348,2025-10-27,C1243,P2033,L115,SH19,4,199695.0,0.02,77474.85
O6511,2024-02-29,C1100,P2044,L114,SH4,2,12077.24,0.08,824.62
O5516,2025-05-13,C1208,P2046,L112,SH7,5,82926.59,0.17,11596.91
O8064,2024-09-15,C1173,P2082,L114,SH1,3,8398.28,0.12,3361.34
O10256,2024-03-25,C1363,P2034,L106,SH19,-2,25789.48,0.2,1863.85
O5676,03/04/2024,C1408,P2021,L104,SH10,1,6542.73,0.14,1896.6
O8355,2025-08-17,C1434,P2092,L113,SH4,5,6246.53,0.1,1974.02
O7748,2024-07-01,C1368,P2086,L106,SH7,4,14959.14,0.01,4798.11
O11908,2025-03-29,C1416,P2048,L113,SH22,5,69431.15,0.19,7430.26
O11080,2024-11-25,C1248,P2032,L117,SH10,1,41587.88,0.15,15471.58
O10905,2025-02-22,C1043,P2025,L102,SH1,2,60380.32,0.11,17491.39
O10413,29/09/2024,C1147,P2069,L110,SH25,5,4805.51,0.06,1638.6
O9691,2025-09-22,C1127,P2019,L112,SH7,5,27556.94,0.12,9538.63
O9960,2025-10-02,C1026,P2070,L103,SH4,2,2769.74,0.14,796.32
O9895,2024-06-02,C1229,P2027,L117,SH25,6,86361.64,0.1,29651.23
O9132,2025-07-09,C1060,P2001,L110,SH1,5,₹69419.61,0.16,21288.63
O7157,2025-11-05,C1096,P2064,L115,SH10,4,74506.96,0.23,9725.78
O6070,2024-05-10,C1161,P2089,L103,SH1,3,1932.29,0.06,793.16
O9896,2024-04-17,C1168,P2031,L117,SH1,4,74128.57,0.14,16080.65
O7733,2024-05-04,C1085,P2005,L107,SH13,6,65335.6,0.1,21200.54
O8417,2025-08-09,C1154,P2066,L101,SH1,5,36504.13,0.15,4293.61
O7683,2024-05-13,C1077,P2029,L105,SH1,6,181744.57,0.24,54451.65
O7299,2025-03-21,C1253,P2051,L114,SH25,6,130594.5,0.1,16577.42
O7969,2025-07-02,C1457,P2027,L111,SH16,4,183016.71,0.05,59839.64
O6594,2024-03-27,C1206,P2017,L109,SH19,6,31551.28,0.06,9493.84
O7999,2024-12-07,C1254,P2032,L105,SH7,1,47874.51,0.09,
O11661,2025-03-07,C1067,P2039,L117,SH13,4,26362.09,0.19,3029.1
O9533,16/12/2024,C1498,P2020,L111,SH25,5,94912.98,0.03,36223.38
O10111,2024-01-28,C1455,P2034,L101,SH4,5,30474.84,0.06,4373.14
O6129,2025-05-31,C1040,P2097,L104,SH10,2,7695.12,0.02,2425.52
O5399,2025-09-07,C1243,P2017,L106,SH22,3,₹110422.21,0.17,27026.28
O7420,2025-08-13,C1094,P2023,L105,SH1,6,296679.88,0.06,
O5405,2025-11-28,C1207,P2085,L111,SH10,3,2692.68,0.14,686.88
O6339,2024-12-05,C1499,P2017,L104,SH1,5,95488.31,0.18,33257.65
O7667,2025-12-12,C1237,P2060,L101,SH10,1,13392.96,0.12,804.9
O7422,2025-07-20,C1328,P2039,L108,SH4,3,29664.49,0.3,2411.16
O5738,2025-09-30,C1458,P2090,L114,SH19,4,4810.11,0.02,1692.59
O8508,2024-02-24,C1007,P2052,L102,SH19,4,₹16651.32,0.21,1080.35
O9639,2024-02-08,C1428,P2068,L115,SH22,3,9780.69,0.07,3465.77
O5886,2025-03-16,C1010,P2098,L102,SH10,3,13345.73,0.0,3654.42
O9394,2024-05-13,C1349,P2096,L103,SH22,5,15876.99,0.09,5987.59
O5130,2025-12-29,C1457,P2039,L106,SH1,3,39896.61,0.26,4908.07
O6899,10/05/2024,C1434,P2064,L107,SH13,1,11606.72,0.13,733.69
O7710,2024-10-04,C1190,P2073,L116,SH22,5,₹9273.29,0.16,4045.37
O9903,2024-02-01,C1379,P2015,L111,SH13,3,78644.54,0.09,17871.66
O10902,2025-12-29,C1004,P2064,L111,SH25,1,6240.6,0.26,487.04
O10226,2025-10-28,C1021,P2040,L108,SH13,1,12064.31,0.15,1554.96
O6872,2024-07-12,C1440,P2009,L106,SH22,2,59726.98,0.16,17896.61
O9515,2025-06-19,C1363,P2038,L103,SH22,6,125864.46,0.1,9423.76
O9255,2025-11-04,C1173,P2042,L101,SH22,1,2000.95,0.09,181.66
O10701,2025-01-11,C1347,P2072,L111,SH4,6,7735.11,0.0,3037.21
O10839,2024-11-03,C1434,P2083,L102,SH1,2,₹7243.14,0.15,2537.17
O5014,2024-11-20,C1437,P2087,L113,SH13,5,13297.27,0.19,5684.42
O8515,2025-11-10,C1336,P2004,L104,SH1,1,36530.11,0.11,12840.4
O6565,2024-09-22,C1454,P2022,L110,SH3,6,287237.8,0.12,100732.5
O11624,2025-06-06,C1360,P2076,L103,SH25,4,2651.91,0.16,775.91
O7069,14/09/2024,C1265,P2079,L103,SH13,5,15152.21,0.08,6618.97
O5717,2025-04-21,C1389,P2086,L103,SH22,4,11444.96,0.05,3073.92
O5743,2025-12-01,C1126,P2061,L103,SH13,-5,70995.06,0.12,9359.2
O11128,12/07/2024,C1439,P2099,L113,SH7,6,₹23742.6,0.05,9891.89
O7310,2025-01-12,C1311,P2007,L117,SH7,3,137681.94,0.16,43530.72
O8385,2025-03-13,C1132,P2077,L117,SH13,3,₹1523.77,0.09,606.49
O10052,2025-12-02,C1427,P2034,L116,SH10,1,1780.01,0.11,212.85
O9816,2024-07-29,C1104,P2033,L109,SH19,3,136747.68,0.17,41600.04
O11771,2025-03-11,C1130,P2034,L115,SH8,3,21729.69,0.2,1659.92
O7160,2025-06-09,C1022,P2018,L108,SH4,6,176487.25,0.13,69079.32
O10789,2024-07-11,C1386,P2045,L108,SH13,2,39619.32,0.09,5040.68
O6454,2025-12-02,C1057,P2002,L116,SH22,3,25021.94,0.11,8411.99
O7764,2024-05-15,C1119,P2011,L106,SH4,4,90726.74,0.09,25211.21
O5712,2024-07-30,C1287,P2066,L104,SH10,2,22843.88,0.18,2500.1
O8416,2024-07-28,C1163,P2006,L115,SH19,4,76020.64,0.07,26912.43
O11328,2025-05-21,C1385,P2009,L104,SH10,1,5902.76,0.09,1970.28
O7265,2024-02-12,C1159,P2022,L113,SH10,1,31061.07,0.0,6456.83
O10115,2025-03-10,C1498,P2055,L103,SH10,6,75594.44,0.22,7737.27
O6447,2025-01-08,C1340,P2063,L109,SH16,6,59270.81,0.17,7971.77
O10954,2024-06-07,C1181,P2025,L110,SH4,5,90801.24,0.04,24361.73
O11149,2024-10-05,C1245,P2062,L104,SH10,1,1396.64,0.14,184.98
O8901,2024-10-28,C1065,P2036,L105,SH1,three,3882.31,,381.31
O7190,2025-01-23,C1494,P2018,L109,SH10,1,46167.68,0.16,11825.09
O11850,12/07/2024,C1346,P2008,L110,SH22,3,14564.64,0.17,4714.03
O10824,2025-11-07,C1016,P2053,L103,SH10,3,55031.77,0.26,6255.44
O9416,2024-07-12,C1145,P2002,L108,SH13,2,45339.38,0.03,14398.59
O5714,2024-05-13,C1277,P2057,L102,SH4,1,1246.35,0.17,176.1
O6547,2024-10-02,C1267,P2057,L111,SH4,3,₹14902.84,0.1,1665.72
O11677,2025-01-12,C1343,P2024,L114,SH22,4,157247.76,0.14,38115.3
O5547,2025-05-30,C1055,P2072,L103,SH19,3,4787.21,0.09,2103.52
O5737,2024-05-19,C1454,P2063,L114,SH13,4,8774.47,0.23,1033.65
O9675,2024-08-03,C1064,P2081,L117,SH22,1,2682.31,0.06,867.53
O8342,2024-12-22,C1281,P2077,L113,SH13,3,7808.09,0.21,2778.73
O6601,30/07/2025,C1229,P2048,L116,SH2,6,15876.87,0.23,1396.45
O6512,2024-01-16,C1212,P2096,L102,SH1,1,4328.64,0.02,1298.52
O6003,2025-11-07,C1032,P2051,L102,SH22,1,₹21968.71,0.05,1616.58
O5300,2024-04-12,C1227,P2028,L103,SH19,4,32006.9,0.11,7189.76
O5323,2025-01-12,C1319,P2032,L115,SH4,6,₹196943.46,0.01,58821.52
O9742,2024-02-19,C1061,P2071,L114,SH1,1,3633.27,0.14,954.44
O5793,2025-07-06,C1049,P2080,L112,SH19,6,13454.66,0.18,4612.84
O7637,2024-10-01,C1471,P2030,L111,SH1,1,31879.01,0.18,6906.0
O8318,2025-03-18,C1465,P2065,L102,SH22,5,41562.33,0.34,4384.95
O11000,2024-07-11,C1316,P2075,L102,SH4,6,4471.78,0.2,1824.08
O11730,2025-05-15,C1325,P2076,L109,SH1,5,20616.92,0.12,9183.46
O5950,2025-04-13,C1227,P2046,L116,SH4,1,10693.47,0.16,1455.65
O5366,17/04/2024,C1011,P2041,L109,SH10,2,4049.21,0.22,304.94
O8687,2024-12-30,C1241,P2050,L115,SH4,6,71113.19,0.2,8828.89
O7983,2024-12-23,C1310,P2002,L104,SH10,1,11589.06,0.02,4232.1
O11411,2024-09-20,C1226,P2009,L111,SH16,1,27614.79,0.0,7361.83
O7673,2024-06-20,C1384,P2060,L116,SH22,5,60643.29,0.32,4152.71
O7608,2024-03-05,C1295,P2003,L102,SH19,3,96419.03,0.09,23517.71
O5994,2024-04-18,C1493,P2097,L104,SH4,5,19978.01,0.0,7430.44
O8596,2025-07-17,C1376,P2081,L105,SH21,6,3064.49,0.1,818.22
O10105,2025-03-27,C1072,P2067,L103,SH22,5,3003.2,0.13,1226.78
O6214,2025-03-13,C1348,P2019,L113,SH4,1,32929.78,0.13,7693.86
O6804,2024-08-31,C1074,P2082,L102,SH22,4,3937.67,0.14,1238.42
O9156,2025-05-06,C1187,P2043,L101,SH10,5,₹63557.42,0.11,9367.31
O9969,2024-02-11,C1188,P2016,L108,SH4,2,39534.01,0.19,7992.51
O5730,2024-07-29,C1296,P2058,L107,SH19,6,84042.55,0.19,7437.24
O6412,2025-04-08,C1216,P2016,L104,SH10,2,20033.23,0.06,5316.32
O5603,2025-10-02,C1352,P2080,L111,SH1,6,₹3327.1,0.18,1068.35
O6249,2025-02-19,C1255,P2066,L104,SH19,1,1000.02,0.12,77.12
O6329,2025-07-21,C1427,P2055,L115,SH22,5,69361.77,,5772.63
O5438,2025-01-29,C1493,P2059,L109,SH13,6,89227.76,0.15,9194.21
O11813,2025-04-29,C1288,P2079,L104,SH13,5,16405.69,0.0,5785.71
O5677,2025-06-07,C1269,P2091,L113,SH19,4,11447.3,0.11,3227.91
O9463,2025-12-02,C1242,P2001,L117,SH4,3,59135.3,0.14,22142.89
O7634,2025-04-18,C1487,P2011,L104,SH1,5,₹187796.64,0.13,72917.82
O9557,2024-04-04,C1323,P2091,L106,SH16,3,4958.11,0.07,2139.6
O8959,2025-06-23,C1301,P2048,L101,SH25,2,23521.07,0.28,1554.79
O6213,2025-10-28,C1108,P2028,L107,SH25,1,1730.07,0.13,597.21
O7318,2025-07-25,C1319,P2090,L101,SH4,4,10302.79,0.0,3395.79
O10639,2024-11-09,C1141,P2047,L111,SH19,6,12552.72,0.18,1600.62
O8842,23/05/2024,C1147,P2006,L106,SH25,3,39001.22,0.01,12911.56
O9582,2024-12-19,C1244,P2099,L113,SH13,3,₹1740.72,0.13,684.3
O6681,2024-12-11,C1190,P2033,L114,SH4,5,137284.9,0.27,48511.92
O11640,2025-09-07,C1369,P2017,L109,SH1,5,92366.95,0.16,22502.84
O6429,2025-04-08,C1470,P2047,L113,SH10,2,₹38807.89,0.11,4121.85
O7183,2024-08-20,C1383,P2090,L103,SH13,5,18438.57,0.13,8053.22
O5019,2025-09-26,C1041,P2079,L113,SH19,2,5880.42,0.17,2055.4
O7283,2024-04-02,C1114,P2019,L104,SH22,4,24139.9,0.08,7724.07
O9252,2024-04-11,C1010,P2087,L107,SH13,1,2012.76,0.06,779.95
O6739,2024-11-22,C1238,P2013,L102,SH10,1,₹38951.62,0.11,8359.44
O10929,2024-08-14,C1249,P2005,L117,SH10,6,84663.71,0.0,18026.96
O6344,2025-12-30,C1439,P2056,L102,SH4,5,84977.4,0.13,8063.26
O7026,2024-04-24,C1203,P2011,L114,SH25,1,47408.01,0.13,14639.56
